,title,videoId
30,반포본동 아파트 옥상텃밭 사례 동영상,NYXknBkX-3c
31,25-아파트의 일방실가 계산 사례,A2xACRcgTF4
32,"[tbs TV] 은평 뉴타운 주민 반발, 왜?",LWMtlduy6CU
33,46-고향주택 일반주택 보유 시 비과세특례,mcJpU5fs1jk
34,부동산으로 노후준비 하는 법 부동산 초보 꼭 보세요 [부동산 재테크 #5],jYZkXijde10
35,[StartupTV] 리모델링창업과이해,pAg7Pa3gU2Q
36,현실적인 소액부동산 투자방법은? 부린이를 위한 [부동산 재테크 #3],D5RhSgXeek0
37,상원트윈채 전원주택,cRP1fv4Y2r0
38,"평택투룸,용이동투룸전세,평택대전세,평택투룸월세429202",pqTkRtWQ8wI
39,20-승계조합원이 5년 경과 후 양도 시 100% 감면된 경우,H84Txag8wF4
40,범어윌드메르디앙 블라인드,rf7dwK3whAo
41,부천크로스핏,9M1RSRxy75A
42,27-양도소득세 계산 흐름,BJfJPzlgl10
43,20130129_오후장 파워UP_96회,gwSBs0pXEhE
44,[tbs TV] 민자사업 특혜 논란 '용마터널',_pbh0ZQPeWg
45,Ajutv 모닝 브리핑: 신문 읽어주는 여자 (130115 Issue),MMX4cmvwv18
46,에너지 위기! 전기세 아끼는 노하우 대공개!,vZCTuE6EIaM
47,대치4동 2,ucZoSUmW4IQ
48,파인드라이브 iq3d hd300 아파트뷰,zixxwSu0B6w
49,여관을모텔로 [진성공사 010-2446-8204],odltv_ScO1E
50,"코스피 30년 동안 15배, 배당포함 28배 수익",hxE8pPDofrg
51,공원옆에 위치한 신축원룸,2CRCwZlojAU
52,tbstv 색다른 토론 설전 15회 [부동산 시장 기댈 곳은?],oRQzUs0SdRQ
53,Ajutv 모닝 브리핑: 신문 읽어주는 여자 (130130 Issue),ukfXlCgxeJ8
54,부동산거래 바닥..폐업 속출(R) 2013-0116-1,pmJ_3vBg23g
55,"""하우스푸어 30만 가구 이상...빠르게 증가""",gdHjRUUJ8kE
56,"부동산 재테크 투자, 월급쟁이 노리는 부동산 사기 구별 방법 [부동산 재테크 #6]",9xWp7w8JH20
57,[신동우 의원실] 중단되었던 암사역사생태공원조성 사업 재개한다,-vUyCBJGu08
58,주거복지 향상 위해 민간 임대 활성화 해야,vy6uOvq8PeI
59,[시스컴] 한 권으로 끝내는 전산회계 필기+실기 2급,_-O629x1wyo
60,53-주택수로 간주하는 조합원입주권,MWu_9dhSoho
61,"표준단독주택 공시가 상승률, 작년 `절반`",mVjKwBNysK8
62,#[비욘세원룸]월드빌오피스텔 무보증 작은평수 50/35(관리비별도),fStVzlQOaGs
63,26-양도세 계산사례,sZQNg8tLlro
64,[GP3 Korea] 불명예스럽게도,D8hFDPhUuX0&pp
65,소녀감성 반전 매력! 은희 은하의 어머니~_채널A_이만갑 58회,oaRU3HmV35w
66,역북동의 야경,uYALWhj7uiU
67,역대 정부 부동산정책 `선별 적용`,YR0vO0D7c1E
68,09-단독주택의 일방실가 계산사례(1),FeM3Z81n_NA
69,City sharing: Wonsoon Park at TEDxSinchon,6QBk4HWvsic
70,2012 부동산투자자 무료 공개세미나_부산_1강,iICdyvBofG4
71,약대주공분담금 웬 말이냐!!,Tx2DEAoA1Hk
72,[이기는 투자전략-슈퍼루키 50인의 선택] 한화케미칼(009830),SxErFNpsRBI
73,[tbs TV] 민자사업 특혜 논란 '용마터널',_pbh0ZQPeWg
74,"만촌2차 ""ㅇ""아파트 옥상 난간 보호벽돌 깨기.mp4",IZH6JhCpyiI
75,14-부동산별 기준시가 요약표,qjmrs0lB-do
76,대리운전과 택시의 불행한 만남?,S0wPW5ljH7Q
77,현실적인 소액부동산 투자방법은? 부린이를 위한 [부동산 재테크 #3],D5RhSgXeek0
78,6채널 주행영상-오에버-매직아이블랙박스-4채널블랙박스-2013년 신제품 출시,lTp6RLd1TdU
79,EBS EBSLANG JPT특강 강기석 11년01월,BTyEs7c0Kqo
80,"19-소형, 소액주택 적용에 대한 비교해설",wxunF3lllbs
81,10-단독주택의 일방실가 계산사례(2),fGiAmZwNN9c
82,지난해 12월 가계·기업 대출금리 역대 최저,mA1SRmPz9pM
83,120204_부동산 절세전략 세미나_서울_2강,l_WijOMkgXo
84,20130129_오후장 파워UP_96회,gwSBs0pXEhE
85,(글로벌핫이슈)미국 주택매매 예상 밖 감소,onT6HNKYEUc
86,27-양도소득세 계산 흐름,BJfJPzlgl10
87,[StartupTV] 리모델링창업과이해,pAg7Pa3gU2Q
88,08-다주택 입주권 보유자의 중과판단,0q-MTqVnLNc
89,"TV 평생 대학 - Pyeongsaeng Univ._김두규 교수, 생활 속의 풍수_#004",yxz0seBL3q8
90,2012 부동산투자자 무료 공개세미나_부산_2강,fe0ZUJrlaOs
91,해운대 경동제이드 초펑탄 대리석연마광택,kAUAKZlUdJs
92,06-고향주택과 일반주택 보유 시 비과세특례,CQY-ympS6rU
93,"평택투룸,용이동투룸전세,평택대전세,평택투룸월세429202",pqTkRtWQ8wI
94,"Coyote Hills Fullerton - 2126 Baywood Dr., Fullerton Homes",cz38zQ_ThaM
95,토크&시티 - Talk&City Ep.9: 동안의 비결! 이본이 제안하는 이지 동안 룩,m5S7OclYQRg
96,트로트 여자가수 김서영- 경기도 이천시 마장면 면의날 i net k-pop,fAEQgsMJCw4
97,"외제차로 신종 보험 사기, 한 사람당 1억 챙겨",NDgZoT79dy4
98,Brookdale Fullerton Real Estate,W1xcrsEFYc4
99,대구브라인드 잘하는방법,pe90kEYdbTA
100,파인드라이브 iq3d hd300 아파트뷰,zixxwSu0B6w
101,[2013년을 뛴다] 건설업계 올해도 해외로,ESCzFIkhbeA
102,"커피, 문구 업종만 호황 전망",bMYa0PYKShA
103,MBC 뉴스데스크 130122 싸이선글라스 김연아트렁크등 자선경매,xHcEEkrLrAY
104,부동산재테크 왕초보 탈출 전략 소액으로 부동산투자 시작하기 [부동산 재테크 #2],0LgHcil-NIw
105,동산담보대출 늘려라‥은행 `속앓이`,9xrTT-qOzrA
106,[StartupTV] 상권분석과 업종별 입지전략,hH-hsuOqT6I
107,별별토크 - 환경이야기 .flv,8CWFMOufG6c
108,동카풀러 SP-S 비관통형,DbwUV5_Khkc
109,"에이오지시스템, 차세대 조립식 온수온돌 시스템 '온돌장군' 선보여",VEDg91YrKZs
110,110315_공경매 세미나_1,ZCyCkDK2jiM
111,[에이스폴딩] 카센터폴딩도어 영상 (문의:1688-0463),_8yXygZxtxY
112,[경남 거제도 맛집 옥포주공아파트 밑] 황돈 - 돼지갈비,q6Zq0FTyQ44
113,아이러브 맥가이버 울산점.avi,MaS4gFpCE_U
114,가와이 베이비 그랜드피아노JOYULKOREA-TUNING.wmv,h8DNod3RnOA
115,[SKM/RNK] 힐튼부산/아난티 펜트하우스 해운대 모형 스터디,4wTENlq7_8A
116,정인화 : 개성지식산업센터 현황 및 입주기업 애로사항,dg6DhOlQy3k
117,타임치과2부 자막완성,FKQec0jSYc0
118,A&A문화연구소 curatorsim의 박물관답사 - 대한민국역사박물관 3관과 4관,U4zZpkk-dek
119,"사회적기업 길라잡이/ 착한소비의 마중물, 사회적기업 복합공간 스토어 36.5",9k1yHI0YzKk
120,최순우 옛집 마당 한 켠에서 겨울을 나는 오죽,yAM0mdFqouM
121,2012 부동산투자자 무료 공개세미나_부산_3강,dUSAHwMdJso
122,[StartupTV] 점포 클리닉,Hr3tb82rZ7Q
123,철산모임원본,oXilXPX_-ok
124,MTN 자문단 선정 2월 유망주 중 톱픽은?,LPNnKKnLQYE
125,07-농어촌주택과 일반주택 보유 시 비과세특례,hfC6ZZBKqE0
126,[OpenFlow Korea] Various Use Cases of SDN,kHs7ro1moSA
127,풀러턴 맨션: 뉴버그,9KG95NTbL28&pp
